lambda,second_max_cluster_size,Size,norm
0.85,2026.33875,400,0.0126646171875
0.8501,2088.9281,400,0.013055800625
0.8502,2091.04425,400,0.013069026562499999
0.8503,2082.3665,400,0.013014790625
0.8503999999999999,2071.6318,400,0.01294769875
0.8504999999999999,2101.28045,400,0.0131330028125
0.8505999999999999,2112.78375,400,0.013204898437500001
0.8506999999999999,2090.6792,400,0.013066745
0.8507999999999999,2147.5533,400,0.013422208125
0.8508999999999999,2115.74085,400,0.013223380312500001
0.8509999999999999,2130.00065,400,0.0133125040625
0.8510999999999999,2151.0375,400,0.013443984374999999
0.8511999999999998,2124.7987,400,0.013279991875
0.8512999999999998,2174.64265,400,0.0135915165625
0.8513999999999998,2189.10605,400,0.013681912812499999
0.8514999999999998,2111.1539,400,0.013194711874999999
0.8515999999999998,2187.32735,400,0.0136707959375
0.8516999999999998,2157.9193,400,0.013486995625
0.8517999999999998,2165.55885,400,0.013534742812499998
0.8518999999999998,2172.0572,400,0.013575357500000001
0.8519999999999998,2199.27875,400,0.0137454921875
0.8520999999999997,2170.19535,400,0.013563720937499999
0.8521999999999997,2210.6743,400,0.013816714375
0.8522999999999997,2196.04525,400,0.013725282812500001
0.8523999999999997,2186.8677,400,0.013667923124999998
0.8524999999999997,2240.09005,400,0.014000562812499999
0.8525999999999997,2212.0424,400,0.013825264999999998
0.8526999999999997,2267.00025,400,0.0141687515625
0.8527999999999997,2273.86905,400,0.014211681562499998
0.8528999999999997,2276.9604,400,0.0142310025
0.8529999999999996,2331.7013,400,0.014573133125000002
0.8530999999999996,2311.4599,400,0.014446624375
0.8531999999999996,2304.55265,400,0.014403454062500001
0.8532999999999996,2343.14695,400,0.0146446684375
0.8533999999999996,2327.62385,400,0.0145476490625
0.8534999999999996,2389.57385,400,0.014934836562500001
0.8535999999999996,2509.3295,400,0.015683309375
0.8536999999999996,2598.9583,400,0.016243489375
0.8537999999999996,2641.44125,400,0.0165090078125
0.8538999999999995,2773.57455,400,0.0173348409375
0.8539999999999995,2781.494,400,0.0173843375
0.8540999999999995,2801.3226,400,0.01750826625
0.8541999999999995,2844.02145,400,0.0177751340625
0.8542999999999995,2895.79825,400,0.018098739062499997
0.8543999999999995,2871.0337,400,0.017943960624999998
0.8544999999999995,2997.9774,400,0.018737358750000002
0.8545999999999995,3144.90225,400,0.0196556390625
0.8546999999999995,3367.23875,400,0.0210452421875
0.8547999999999994,3544.7124,400,0.022154452499999998
0.8548999999999994,3708.18085,400,0.0231761303125
0.8549999999999994,3742.90905,400,0.0233931815625
0.8550999999999994,3755.4255,400,0.023471409375
0.8551999999999994,3799.7012,400,0.0237481325
0.8552999999999994,3936.5793,400,0.024603620625
0.8553999999999994,4131.67585,400,0.025822974062499997
0.8554999999999994,4110.5318,400,0.025690823749999998
0.8555999999999994,4530.0289,400,0.028312680625000003
0.8556999999999994,4857.59635,400,0.030359977187499998
0.8557999999999993,4924.1202,400,0.03077575125
0.8558999999999993,5062.0985,400,0.031638115625
0.8559999999999993,5007.4539,400,0.031296586875000004
0.8560999999999993,5061.19285,400,0.0316324553125
0.8561999999999993,5148.83045,400,0.0321801903125
0.8562999999999993,5363.4665,400,0.033521665625
0.8563999999999993,5536.6665,400,0.034604165625
0.8564999999999993,5581.1716,400,0.0348823225
0.8565999999999993,5697.3294,400,0.03560830875
0.8566999999999992,5911.6821,400,0.036948013125
0.8567999999999992,6038.83855,400,0.037742740937500005
0.8568999999999992,6104.20155,400,0.0381512596875
0.8569999999999992,6142.12195,400,0.0383882621875
0.8570999999999992,6135.8542,400,0.038349088749999996
0.8571999999999992,6323.3001,400,0.039520625625
0.8572999999999992,6352.11125,400,0.0397006953125
0.8573999999999992,6399.84125,400,0.0399990078125
0.8574999999999992,6589.555,400,0.04118471875
0.8575999999999991,6719.3725,400,0.041996078125
0.8576999999999991,6632.19305,400,0.0414512065625
0.8577999999999991,6760.8392,400,0.042255245000000004
0.8578999999999991,6655.9734,400,0.04159983375
0.8579999999999991,6767.47705,400,0.0422967315625
0.8580999999999991,6841.25335,400,0.0427578334375
0.8581999999999991,6889.9254,400,0.04306203375
0.8582999999999991,7045.3267,400,0.044033291875
0.858399999999999,6994.5037,400,0.043715648125
0.858499999999999,7014.23975,400,0.0438389984375
0.858599999999999,6903.1755,400,0.043144846875000004
0.858699999999999,7181.9588,400,0.0448872425
0.858799999999999,7362.21395,400,0.046013837187500004
0.858899999999999,7380.80945,400,0.0461300590625
0.858999999999999,7651.7573,400,0.047823483125
0.859099999999999,7603.0625,400,0.047519140625
0.859199999999999,7664.32015,400,0.047902000937499994
0.859299999999999,7596.12875,400,0.0474758046875
0.8593999999999989,7832.13465,400,0.0489508415625
0.8594999999999989,7950.97795,400,0.0496936121875
0.8595999999999989,8250.17215,400,0.0515635759375
0.8596999999999989,8585.9549,400,0.053662218125
0.8597999999999989,8744.81525,400,0.0546550953125
0.8598999999999989,8688.6255,400,0.054303909375
0.8599999999999989,8951.46825,400,0.0559466765625
0.8600999999999989,8889.94735,400,0.0555621709375
0.8601999999999989,8934.94925,400,0.055843432812499996
0.8602999999999988,8801.85465,400,0.0550115915625
0.8603999999999988,8345.143,400,0.05215714375
0.8604999999999988,7782.5893,400,0.048641183125
0.8605999999999988,7136.74915,400,0.044604682187499994
0.8606999999999988,6080.76305,400,0.0380047690625
0.8607999999999988,5670.7042,400,0.03544190125
0.8608999999999988,5664.28255,400,0.035401765937499996
0.8609999999999988,5882.71145,400,0.0367669465625
0.8610999999999988,5055.21735,400,0.0315951084375
0.8611999999999987,4066.72105,400,0.0254170065625
0.8612999999999987,3566.107,400,0.02228816875
0.8613999999999987,2594.0682,400,0.016212926250000002
0.8614999999999987,2431.11695,400,0.015194480937500001
0.8615999999999987,2413.92665,400,0.015087041562499999
0.8616999999999987,2347.78345,400,0.0146736465625
0.8617999999999987,2074.5789,400,0.012966118125
0.8618999999999987,1818.8689,400,0.011367930625
0.8619999999999987,1643.65795,400,0.0102728621875
0.8620999999999986,1388.43415,400,0.0086777134375
0.8621999999999986,1203.99485,400,0.0075249678125
0.8622999999999986,1101.92525,400,0.0068870328125
0.8623999999999986,1131.45435,400,0.0070715896875
0.8624999999999986,1090.0865,400,0.006813040624999999
0.8625999999999986,771.84625,400,0.0048240390625
0.8626999999999986,788.0993,400,0.004925620625
0.8627999999999986,741.8434,400,0.00463652125
0.8628999999999986,746.55795,400,0.0046659871875
0.8629999999999985,722.6924,400,0.0045168275
0.8630999999999985,710.49085,400,0.0044405678125
0.8631999999999985,757.3028,400,0.004733142500000001
0.8632999999999985,679.2349,400,0.004245218125
0.8633999999999985,701.1912,400,0.004382445
0.8634999999999985,704.54375,400,0.0044033984375
0.8635999999999985,711.50325,400,0.0044468953125
0.8636999999999985,692.26525,400,0.0043266578125
0.8637999999999985,692.1295,400,0.004325809375
0.8638999999999984,696.2264,400,0.004351415
0.8639999999999984,678.70745,400,0.0042419215625
0.8640999999999984,615.6759,400,0.003847974375
0.8641999999999984,618.6668,400,0.0038666674999999996
0.8642999999999984,641.2305,400,0.004007690625
0.8643999999999984,613.8983,400,0.0038368643749999995
0.8644999999999984,617.4614,400,0.0038591337500000003
0.8645999999999984,574.1934,400,0.00358870875
0.8646999999999984,566.60645,400,0.0035412903125
0.8647999999999983,502.04505,400,0.0031377815625
0.8648999999999983,501.32115,400,0.0031332571875
0.8649999999999983,491.69115,400,0.0030730696875
0.8650999999999983,489.9929,400,0.003062455625
0.8651999999999983,477.53835,400,0.0029846146875
0.8652999999999983,433.01575,400,0.0027063484375
0.8653999999999983,370.12455,400,0.0023132784375
0.8654999999999983,317.8429,400,0.001986518125
0.8655999999999983,317.5152,400,0.00198447
0.8656999999999982,302.34165,400,0.0018896353125
0.8657999999999982,306.5231,400,0.001915769375
0.8658999999999982,290.3042,400,0.0018144012499999999
0.8659999999999982,268.0282,400,0.00167517625
0.8660999999999982,225.62105,400,0.0014101315625
0.8661999999999982,212.55955,400,0.0013284971875
0.8662999999999982,216.11565,400,0.0013507228125
0.8663999999999982,211.9207,400,0.001324504375
0.8664999999999982,202.2916,400,0.0012643225
0.8665999999999981,178.49245,400,0.0011155778125
0.8666999999999981,158.77045,400,0.0009923153125000002
0.8667999999999981,131.69225,400,0.0008230765625
0.8668999999999981,137.10075,400,0.0008568796875
0.8669999999999981,131.17635,400,0.0008198521875
0.8670999999999981,135.03025,400,0.0008439390625
0.8671999999999981,126.0582,400,0.00078786375
0.8672999999999981,118.53475,400,0.0007408421875
0.8673999999999981,117.61065,400,0.0007350665625000001
0.867499999999998,111.3563,400,0.000695976875
0.867599999999998,114.28085,400,0.0007142553125
0.867699999999998,111.55315,400,0.0006972071875
0.867799999999998,109.5457,400,0.000684660625
0.867899999999998,109.5867,400,0.0006849168749999999
0.867999999999998,108.95545,400,0.0006809715625
0.868099999999998,108.16335,400,0.0006760209375
0.868199999999998,113.43305,400,0.0007089565625
0.868299999999998,108.0676,400,0.0006754225
0.868399999999998,106.86,400,0.000667875
0.8684999999999979,110.03685,400,0.0006877303125000001
0.8685999999999979,108.468,400,0.000677925
0.8686999999999979,108.5469,400,0.000678418125
0.8687999999999979,111.07495,400,0.0006942184375
0.8688999999999979,112.88585,400,0.0007055365625
0.8689999999999979,114.73895,400,0.0007171184375
0.8690999999999979,113.42495,400,0.0007089059375
0.8691999999999979,106.04835,400,0.0006628021875
0.8692999999999979,105.33365,400,0.0006583353125000001
0.8693999999999978,105.81365,400,0.0006613353124999999
0.8694999999999978,104.64535,400,0.0006540334374999999
0.8695999999999978,98.24775,400,0.0006140484375
0.8696999999999978,92.82345,400,0.0005801465625
0.8697999999999978,90.92995,400,0.0005683121875000001
0.8698999999999978,93.2321,400,0.000582700625
0.8699999999999978,94.18235,400,0.0005886396875
0.8700999999999978,89.2984,400,0.000558115
0.8701999999999978,84.56925,400,0.0005285578124999999
0.8702999999999977,80.8766,400,0.00050547875
0.8703999999999977,76.16735,400,0.00047604593749999997
0.8704999999999977,77.94155,400,0.00048713468750000003
0.8705999999999977,71.97695,400,0.00044985593750000003
0.8706999999999977,74.1491,400,0.000463431875
0.8707999999999977,66.71575,400,0.0004169734375
0.8708999999999977,57.0003,400,0.000356251875
0.8709999999999977,54.6207,400,0.000341379375
0.8710999999999977,48.4884,400,0.0003030525
0.8711999999999976,53.33865,400,0.0003333665625
0.8712999999999976,48.07655,400,0.0003004784375
0.8713999999999976,39.94265,400,0.0002496415625
0.8714999999999976,36.6098,400,0.00022881125
0.8715999999999976,40.1972,400,0.0002512325
0.8716999999999976,31.7587,400,0.000198491875
0.8717999999999976,36.2263,400,0.00022641437500000002
0.8718999999999976,33.7277,400,0.00021079812499999999
0.8719999999999976,38.5947,400,0.00024121687500000002
0.8720999999999975,38.3772,400,0.0002398575
0.8721999999999975,45.67515,400,0.0002854696875
0.8722999999999975,48.5965,400,0.000303728125
0.8723999999999975,45.97115,400,0.00028731968750000004
0.8724999999999975,47.77525,400,0.0002985953125
0.8725999999999975,46.1673,400,0.00028854562499999997
0.8726999999999975,46.10985,400,0.0002881865625
0.8727999999999975,47.2934,400,0.00029558374999999996
0.8728999999999975,44.64365,400,0.00027902281250000003
0.8729999999999974,47.247,400,0.00029529375
0.8730999999999974,46.1685,400,0.00028855312500000003
0.8731999999999974,44.15225,400,0.0002759515625
0.8732999999999974,44.808,400,0.00028005
0.8733999999999974,43.2284,400,0.0002701775
0.8734999999999974,47.0758,400,0.00029422375
0.8735999999999974,47.30935,400,0.0002956834375
0.8736999999999974,46.19595,400,0.00028872468750000004
0.8737999999999974,50.01205,400,0.0003125753125
0.8738999999999973,45.11685,400,0.0002819803125
0.8739999999999973,46.52055,400,0.0002907534375
0.8740999999999973,42.7538,400,0.00026721125
0.8741999999999973,38.4403,400,0.000240251875
0.8742999999999973,39.22345,400,0.0002451465625
0.8743999999999973,39.6198,400,0.00024762374999999997
0.8744999999999973,37.66325,400,0.00023539531249999998
0.8745999999999973,37.91155,400,0.0002369471875
0.8746999999999973,37.7042,400,0.00023565125
0.8747999999999972,36.53705,400,0.0002283565625
0.8748999999999972,33.32715,400,0.00020829468750000003
0.8749999999999972,18.45875,400,0.00011536718749999999
0.85,2621.8282,600,0.007282856111111111
0.8501,2641.95845,600,0.007338773472222222
0.8502,2679.82955,600,0.007443970972222222
0.8503,2650.82105,600,0.007363391805555556
0.8503999999999999,2686.32965,600,0.0074620268055555555
0.8504999999999999,2681.0606,600,0.007447390555555555
0.8505999999999999,2704.30955,600,0.007511970972222222
0.8506999999999999,2702.4159,600,0.0075067108333333335
0.8507999999999999,2683.9741,600,0.007455483611111111
0.8508999999999999,2731.4037,600,0.0075872325
0.8509999999999999,2735.3048,600,0.007598068888888888
0.8510999999999999,2761.46185,600,0.007670727361111111
0.8511999999999998,2755.0505,600,0.007652918055555555
0.8512999999999998,2777.324,600,0.007714788888888889
0.8513999999999998,2764.881,600,0.007680225
0.8514999999999998,2742.32215,600,0.007617561527777777
0.8515999999999998,2789.2667,600,0.007747963055555556
0.8516999999999998,2772.42425,600,0.007701178472222223
0.8517999999999998,2783.7323,600,0.007732589722222223
0.8518999999999998,2805.0526,600,0.0077918127777777775
0.8519999999999998,2822.1778,600,0.007839382777777777
0.8520999999999997,2795.14525,600,0.007764292361111111
0.8521999999999997,2784.53335,600,0.007734814861111112
0.8522999999999997,2842.3885,600,0.007895523611111111
0.8523999999999997,2838.7823,600,0.007885506388888889
0.8524999999999997,2872.07165,600,0.007977976805555556
0.8525999999999997,2831.4466,600,0.007865129444444445
0.8526999999999997,2881.92555,600,0.00800534875
0.8527999999999997,2929.25305,600,0.008136814027777777
0.8528999999999997,2935.1485,600,0.008153190277777778
0.8529999999999996,3003.8661,600,0.0083440725
0.8530999999999996,2938.74285,600,0.008163174583333333
0.8531999999999996,2966.99285,600,0.008241646805555556
0.8532999999999996,3009.87405,600,0.00836076125
0.8533999999999996,3040.49075,600,0.00844580763888889
0.8534999999999996,3088.56375,600,0.00857934375
0.8535999999999996,3267.33655,600,0.00907593486111111
0.8536999999999996,3360.6042,600,0.009335011666666667
0.8537999999999996,3436.1681,600,0.009544911388888888
0.8538999999999995,3602.84725,600,0.010007909027777777
0.8539999999999995,3617.8528,600,0.010049591111111112
0.8540999999999995,3666.60025,600,0.010185000694444444
0.8541999999999995,3659.3593,600,0.010164886944444444
0.8542999999999995,3715.43685,600,0.010320657916666667
0.8543999999999995,3780.89755,600,0.010502493194444445
0.8544999999999995,4025.0893,600,0.011180803611111111
0.8545999999999995,4195.0428,600,0.011652896666666667
0.8546999999999995,4577.21465,600,0.01271448513888889
0.8547999999999994,4778.3551,600,0.013273208611111111
0.8548999999999994,4905.2858,600,0.013625793888888888
0.8549999999999994,5091.1248,600,0.014142013333333332
0.8550999999999994,5124.71245,600,0.014235312361111111
0.8551999999999994,5166.2753,600,0.014350764722222223
0.8552999999999994,5286.55735,600,0.014684881527777778
0.8553999999999994,5484.3309,600,0.0152342525
0.8554999999999994,5776.0425,600,0.016044562499999998
0.8555999999999994,6223.40325,600,0.01728723125
0.8556999999999994,6558.26765,600,0.01821741013888889
0.8557999999999993,6934.33635,600,0.019262045416666665
0.8558999999999993,7055.47885,600,0.01959855236111111
0.8559999999999993,7374.76985,600,0.020485471805555554
0.8560999999999993,7235.55125,600,0.020098753472222224
0.8561999999999993,7358.0193,600,0.0204389425
0.8562999999999993,7687.7307,600,0.0213548075
0.8563999999999993,7934.20565,600,0.02203946013888889
0.8564999999999993,8178.7796,600,0.02271883222222222
0.8565999999999993,8481.8044,600,0.02356056777777778
0.8566999999999992,8746.62345,600,0.02429617625
0.8567999999999992,8997.2061,600,0.024992239166666666
0.8568999999999992,9074.6216,600,0.025207282222222224
0.8569999999999992,9160.90295,600,0.025446952638888888
0.8570999999999992,9158.03715,600,0.025438992083333334
0.8571999999999992,9389.29095,600,0.026081363750000003
0.8572999999999992,9636.205,600,0.02676723611111111
0.8573999999999992,10045.75485,600,0.027904874583333333
0.8574999999999992,10426.81415,600,0.02896337263888889
0.8575999999999991,10462.84835,600,0.02906346763888889
0.8576999999999991,10557.92125,600,0.029327559027777776
0.8577999999999991,10653.61495,600,0.029593374861111108
0.8578999999999991,10612.6642,600,0.029479622777777777
0.8579999999999991,10903.19625,600,0.030286656250000002
0.8580999999999991,10885.8309,600,0.03023841916666667
0.8581999999999991,11118.43525,600,0.03088454236111111
0.8582999999999991,10751.79865,600,0.029866107361111113
0.858399999999999,10815.6737,600,0.030043538055555555
0.858499999999999,11180.68955,600,0.03105747097222222
0.858599999999999,11048.0586,600,0.030689051666666668
0.858699999999999,11181.18055,600,0.03105883486111111
0.858799999999999,11674.12485,600,0.032428124583333336
0.858899999999999,12165.76635,600,0.03379379541666667
0.858999999999999,12593.86405,600,0.03498295569444444
0.859099999999999,12621.72695,600,0.03506035263888889
0.859199999999999,12845.557,600,0.03568210277777778
0.859299999999999,12933.4029,600,0.035926119166666666
0.8593999999999989,13128.5973,600,0.03646832583333333
0.8594999999999989,13741.5962,600,0.03817110055555555
0.8595999999999989,14663.96695,600,0.040733241527777776
0.8596999999999989,16193.03065,600,0.04498064069444445
0.8597999999999989,16909.91135,600,0.04697197597222222
0.8598999999999989,17389.65715,600,0.04830460319444444
0.8599999999999989,17537.65495,600,0.04871570819444444
0.8600999999999989,17875.01435,600,0.049652817638888895
0.8601999999999989,18328.75605,600,0.05091321125
0.8602999999999988,19152.10145,600,0.05320028180555555
0.8603999999999988,19206.68505,600,0.053351902916666666
0.8604999999999988,18346.6012,600,0.05096278111111111
0.8605999999999988,16886.34215,600,0.04690650597222222
0.8606999999999988,14178.57605,600,0.039384933472222224
0.8607999999999988,13351.6738,600,0.03708798277777778
0.8608999999999988,13131.52605,600,0.03647646125
0.8609999999999988,12233.5565,600,0.033982101388888894
0.8610999999999988,10529.9379,600,0.029249827500000002
0.8611999999999987,7900.3895,600,0.02194552638888889
0.8612999999999987,6572.62775,600,0.018257299305555554
0.8613999999999987,4556.7152,600,0.01265754222222222
0.8614999999999987,4310.2523,600,0.011972923055555557
0.8615999999999987,4089.25435,600,0.01135903986111111
0.8616999999999987,3802.9454,600,0.010563737222222222
0.8617999999999987,3462.9181,600,0.009619216944444444
0.8618999999999987,3107.62705,600,0.008632297361111112
0.8619999999999987,2566.50865,600,0.007129190694444445
0.8620999999999986,2227.3536,600,0.0061870933333333334
0.8621999999999986,1825.6155,600,0.005071154166666667
0.8622999999999986,1758.51225,600,0.00488475625
0.8623999999999986,1768.14435,600,0.004911512083333333
0.8624999999999986,1770.29565,600,0.004917487916666667
0.8625999999999986,1220.99035,600,0.0033916398611111113
0.8626999999999986,1185.70175,600,0.003293615972222222
0.8627999999999986,1132.6425,600,0.0031462291666666665
0.8628999999999986,1108.9717,600,0.0030804769444444445
0.8629999999999985,1115.23745,600,0.0030978818055555557
0.8630999999999985,1105.22285,600,0.0030700634722222223
0.8631999999999985,1087.3796,600,0.0030204988888888886
0.8632999999999985,1053.77985,600,0.0029271662499999996
0.8633999999999985,1071.55285,600,0.0029765356944444444
0.8634999999999985,1058.8862,600,0.0029413505555555552
0.8635999999999985,1058.74465,600,0.002940957361111111
0.8636999999999985,1074.00525,600,0.0029833479166666665
0.8637999999999985,1048.29295,600,0.002911924861111111
0.8638999999999984,1055.62115,600,0.002932280972222222
0.8639999999999984,1036.896,600,0.0028802666666666666
0.8640999999999984,986.17165,600,0.0027393656944444443
0.8641999999999984,946.90285,600,0.0026302856944444442
0.8642999999999984,942.39905,600,0.002617775138888889
0.8643999999999984,935.7357,600,0.0025992658333333332
0.8644999999999984,925.43035,600,0.0025706398611111112
0.8645999999999984,838.5059,600,0.0023291830555555557
0.8646999999999984,841.07365,600,0.0023363156944444445
0.8647999999999983,771.86005,600,0.0021440556944444444
0.8648999999999983,769.1816,600,0.0021366155555555557
0.8649999999999983,747.5596,600,0.0020765544444444448
0.8650999999999983,750.3163,600,0.0020842119444444444
0.8651999999999983,729.56925,600,0.00202658125
0.8652999999999983,619.0391,600,0.0017195530555555553
0.8653999999999983,549.6476,600,0.001526798888888889
0.8654999999999983,478.0579,600,0.0013279386111111112
0.8655999999999983,464.95955,600,0.0012915543055555556
0.8656999999999982,453.44515,600,0.0012595698611111111
0.8657999999999982,439.49505,600,0.0012208195833333334
0.8658999999999982,426.04485,600,0.0011834579166666666
0.8659999999999982,383.6436,600,0.0010656766666666667
0.8660999999999982,326.42875,600,0.0009067465277777777
0.8661999999999982,313.60885,600,0.0008711356944444445
0.8662999999999982,310.5837,600,0.0008627325
0.8663999999999982,305.2445,600,0.0008479013888888889
0.8664999999999982,287.53785,600,0.00079871625
0.8665999999999981,264.38135,600,0.0007343926388888889
0.8666999999999981,230.7405,600,0.0006409458333333333
0.8667999999999981,188.4455,600,0.0005234597222222222
0.8668999999999981,186.9977,600,0.0005194380555555556
0.8669999999999981,188.6928,600,0.0005241466666666667
0.8670999999999981,192.1389,600,0.0005337191666666667
0.8671999999999981,183.353,600,0.0005093138888888889
0.8672999999999981,168.67115,600,0.00046853097222222226
0.8673999999999981,158.40415,600,0.0004400115277777777
0.867499999999998,157.8638,600,0.0004385105555555555
0.867599999999998,158.1273,600,0.00043924249999999996
0.867699999999998,160.02935,600,0.0004445259722222222
0.867799999999998,161.47525,600,0.0004485423611111111
0.867899999999998,161.5636,600,0.0004487877777777778
0.867999999999998,156.8475,600,0.0004356875
0.868099999999998,162.0564,600,0.00045015666666666665
0.868199999999998,161.88735,600,0.00044968708333333334
0.868299999999998,159.6706,600,0.0004435294444444445
0.868399999999998,157.0527,600,0.00043625749999999996
0.8684999999999979,154.1906,600,0.0004283072222222222
0.8685999999999979,151.30495,600,0.00042029152777777774
0.8686999999999979,163.25245,600,0.0004534790277777778
0.8687999999999979,162.4972,600,0.0004513811111111111
0.8688999999999979,164.08725,600,0.0004557979166666667
0.8689999999999979,161.86945,600,0.00044963736111111114
0.8690999999999979,153.97395,600,0.0004277054166666667
0.8691999999999979,153.10325,600,0.00042528680555555556
0.8692999999999979,147.79375,600,0.00041053819444444444
0.8693999999999978,156.5007,600,0.0004347241666666666
0.8694999999999978,146.3112,600,0.00040642000000000006
0.8695999999999978,144.21555,600,0.00040059875000000004
0.8696999999999978,136.6389,600,0.0003795525
0.8697999999999978,133.2029,600,0.00037000805555555556
0.8698999999999978,128.65455,600,0.00035737375
0.8699999999999978,127.51105,600,0.0003541973611111111
0.8700999999999978,123.4516,600,0.00034292111111111113
0.8701999999999978,117.02845,600,0.0003250790277777778
0.8702999999999977,116.7194,600,0.00032422055555555556
0.8703999999999977,110.8922,600,0.0003080338888888889
0.8704999999999977,108.61445,600,0.0003017068055555556
0.8705999999999977,107.1063,600,0.0002975175
0.8706999999999977,111.8887,600,0.00031080194444444445
0.8707999999999977,100.37475,600,0.00027881875
0.8708999999999977,85.3441,600,0.00023706694444444444
0.8709999999999977,71.59135,600,0.00019886486111111114
0.8710999999999977,71.41725,600,0.00019838125
0.8711999999999976,72.1278,600,0.000200355
0.8712999999999976,68.6555,600,0.00019070972222222222
0.8713999999999976,53.4886,600,0.00014857944444444444
0.8714999999999976,54.78045,600,0.00015216791666666668
0.8715999999999976,54.5394,600,0.00015149833333333334
0.8716999999999976,52.89245,600,0.0001469234722222222
0.8717999999999976,50.7,600,0.00014083333333333333
0.8718999999999976,44.87125,600,0.00012464236111111112
0.8719999999999976,47.1122,600,0.00013086722222222224
0.8720999999999975,55.54895,600,0.00015430263888888888
0.8721999999999975,64.2294,600,0.000178415
0.8722999999999975,69.553,600,0.00019320277777777777
0.8723999999999975,66.66325,600,0.00018517569444444446
0.8724999999999975,65.42735,600,0.0001817426388888889
0.8725999999999975,66.68305,600,0.00018523069444444443
0.8726999999999975,62.5544,600,0.00017376222222222223
0.8727999999999975,68.82145,600,0.00019117069444444444
0.8728999999999975,67.7458,600,0.0001881827777777778
0.8729999999999974,60.84145,600,0.0001690040277777778
0.8730999999999974,66.53205,600,0.00018481125
0.8731999999999974,63.78985,600,0.00017719402777777778
0.8732999999999974,64.03965,600,0.00017788791666666664
0.8733999999999974,61.8418,600,0.00017178277777777777
0.8734999999999974,68.4011,600,0.00019000305555555555
0.8735999999999974,66.4556,600,0.0001845988888888889
0.8736999999999974,67.9961,600,0.00018887805555555556
0.8737999999999974,66.9849,600,0.00018606916666666666
0.8738999999999973,65.7652,600,0.00018268111111111108
0.8739999999999973,65.86195,600,0.0001829498611111111
0.8740999999999973,63.0722,600,0.00017520055555555556
0.8741999999999973,62.95565,600,0.00017487680555555555
0.8742999999999973,58.23085,600,0.0001617523611111111
0.8743999999999973,56.3665,600,0.00015657361111111112
0.8744999999999973,54.7792,600,0.00015216444444444445
0.8745999999999973,52.3698,600,0.00014547166666666666
