lambda,max_cluster_size,second_max_cluster_size,third_max_cluster_size,fourth_max_cluster_size,fifth_max_cluster_size,largest_1_dimension,largest_1_dimension_std,largest_2_dimension,largest_2_dimension_std,largest_3_dimension,largest_3_dimension_std,largest_4_dimension,largest_4_dimension_std,largest_5_dimension,largest_5_dimension_std
0.5,94.4887,80.6453,74.3287,70.2052,67.1628,1.1285638139544572,0.020619404008576973,1.0840070945974947,0.01420334802412258,1.064278453755134,0.012374346169468007,1.0464178642970097,0.0097247147113321,1.032169537497727,0.009193049528692853
0.55,67.5716,57.8597,53.3284,50.389,48.2129,1.0380108693754735,0.011625939149373052,1.0056765033047494,0.008723617759348514,0.9857866792195965,0.009360257447531266,0.9769212008480013,0.008520165421466006,0.9699298309939877,0.008777834958025397
0.6000000000000001,55.6618,48.0332,44.4819,42.0832,40.2098,1.012630319586384,0.010879678634499682,0.9816165333771208,0.008442929290594335,0.9599529767918631,0.00919019096536518,0.9544855238661755,0.008183208771000051,0.9508503494953159,0.007983239749682609
0.6500000000000001,35.8898,31.7759,29.5668,27.9688,26.6762,,,,,,,,,,
0.7000000000000002,15.2153,13.2529,12.0454,11.0006,9.9914,,,,,,,,,,
0.7500000000000002,29.4671,24.0398,21.2323,19.249,17.6632,,,,,,,,,,
0.8,90.0724,76.3352,69.5114,65.0314,61.6281,1.300403314865262,0.03237055733102125,1.280848829113684,0.03447762199691384,1.259505650231127,0.034463216480992216,1.254660025518937,0.03392535088334583,1.2474714394919368,0.03473291792226015
0.8000000000000003,89.2954,75.9455,69.1803,64.7513,61.3597,,,,,,,,,,
0.8001,90.1161,76.5227,69.7208,65.286,61.8779,,,,,,,,,,
0.8002,89.144,75.9506,69.3436,64.914,61.5439,,,,,,,,,,
0.8003,90.1463,76.8696,70.0268,65.5897,62.1254,,,,,,,,,,
0.8004,90.421,77.0521,70.4186,65.9242,62.4466,,,,,,,,,,
0.8005,90.6996,77.388,70.6136,66.1663,62.7049,,,,,,,,,,
0.8006,90.4742,77.4389,70.7544,66.2322,62.8375,,,,,,,,,,
0.8007,92.0256,78.2498,71.3577,66.7583,63.2404,,,,,,,,,,
0.8008,91.6437,78.2409,71.3023,66.7388,63.2566,,,,,,,,,,
0.8009,91.3683,78.1045,71.3054,66.7656,63.2639,,,,,,,,,,
0.8009999999999999,92.1482,78.6164,71.7764,67.1656,63.7098,,,,,,,,,,
0.8010999999999999,92.2445,79.1928,72.3988,67.7621,64.282,,,,,,,,,,
0.8011999999999999,92.592,78.9837,72.2801,67.7048,64.2259,,,,,,,,,,
0.8012999999999999,94.4292,79.8407,72.8137,68.1742,64.6078,,,,,,,,,,
0.8013999999999999,93.6161,79.5902,72.7261,68.015,64.4842,,,,,,,,,,
0.8014999999999999,93.3917,79.8223,73.0813,68.5262,65.0061,,,,,,,,,,
0.8015999999999999,94.2782,80.3992,73.4704,68.6804,65.0787,,,,,,,,,,
0.8016999999999999,94.5057,80.4357,73.5606,68.9367,65.4443,,,,,,,,,,
0.8017999999999998,95.312,80.7971,73.6473,68.8775,65.3138,,,,,,,,,,
0.8018999999999998,93.5645,79.8505,72.9762,68.3402,64.8869,,,,,,,,,,
0.8019999999999998,93.5996,80.6369,73.7609,69.0831,65.4695,,,,,,,,,,
0.8020999999999998,95.6828,81.5501,74.3945,69.5377,65.9415,,,,,,,,,,
0.8021999999999998,96.3228,82.0093,74.6418,69.8418,66.2447,,,,,,,,,,
0.8022999999999998,95.0423,81.174,74.163,69.4797,65.8054,,,,,,,,,,
0.8023999999999998,95.393,81.4552,74.3588,69.6848,66.0782,,,,,,,,,,
0.8024999999999998,95.8795,81.9095,74.8358,70.1492,66.5499,,,,,,,,,,
0.8025999999999998,96.3459,82.2199,75.1125,70.2176,66.5378,,,,,,,,,,
0.8026999999999997,95.8746,81.7146,74.7885,70.1047,66.4833,,,,,,,,,,
0.8027999999999997,97.0004,82.3972,75.2457,70.415,66.8087,,,,,,,,,,
0.8028999999999997,97.7277,82.9357,75.7128,70.8418,67.1557,,,,,,,,,,
0.8029999999999997,95.7943,81.9172,74.9723,70.2637,66.6306,,,,,,,,,,
0.8030999999999997,97.2971,83.0462,75.6747,70.8842,67.277,,,,,,,,,,
0.8031999999999997,96.3421,82.5662,75.7059,70.887,67.2566,,,,,,,,,,
0.8032999999999997,97.3598,83.2026,76.0406,71.1445,67.4719,,,,,,,,,,
0.8033999999999997,97.9813,83.0585,76.0545,71.3215,67.6998,,,,,,,,,,
0.8034999999999997,97.8432,83.6751,76.4655,71.6939,68.0689,,,,,,,,,,
0.8035999999999996,98.7916,84.1816,76.8263,72.0342,68.3693,,,,,,,,,,
0.8036999999999996,99.8073,84.9051,77.4079,72.4388,68.6727,,,,,,,,,,
0.8037999999999996,98.7351,84.2911,77.2626,72.42,68.74,,,,,,,,,,
0.8038999999999996,100.1437,85.0654,77.5872,72.6685,68.924,,,,,,,,,,
0.8039999999999996,100.8638,85.491,77.9953,72.9825,69.1871,,,,,,,,,,
0.8040999999999996,99.2792,85.4616,78.0839,73.2023,69.4925,,,,,,,,,,
0.8041999999999996,100.4802,85.7946,78.4039,73.5546,69.873,,,,,,,,,,
0.8042999999999996,100.3594,86.092,78.5504,73.5795,69.7997,,,,,,,,,,
0.8043999999999996,101.1114,86.165,78.6821,73.7228,69.9638,,,,,,,,,,
0.8044999999999995,102.3647,87.0365,79.44,74.3794,70.5739,,,,,,,,,,
0.8045999999999995,100.4835,85.7442,78.5111,73.628,69.9486,,,,,,,,,,
0.8046999999999995,101.3606,86.7079,79.3709,74.4451,70.6841,,,,,,,,,,
0.8047999999999995,101.6143,86.9405,79.6474,74.847,71.1155,,,,,,,,,,
0.8048999999999995,102.4886,87.5266,80.172,75.1165,71.2751,,,,,,,,,,
0.8049999999999995,102.8386,87.7724,80.1544,75.1795,71.3277,,,,,,,,,,
0.8050999999999995,102.571,87.2906,79.8326,74.9512,71.2107,,,,,,,,,,
0.8051999999999995,104.2352,88.3672,80.8347,75.6353,71.7304,,,,,,,,,,
0.8052999999999995,104.1194,87.9712,80.3428,75.298,71.4693,,,,,,,,,,
0.8053999999999994,103.011,88.3238,80.8769,75.769,71.9198,,,,,,,,,,
0.8054999999999994,104.0654,88.7007,81.2333,76.2034,72.3759,,,,,,,,,,
0.8055999999999994,104.6293,88.9062,81.0832,75.9402,72.1305,,,,,,,,,,
0.8056999999999994,103.8685,88.9599,81.5037,76.4322,72.5348,,,,,,,,,,
0.8057999999999994,105.1871,89.5966,82.0777,76.9301,73.0187,,,,,,,,,,
0.8058999999999994,106.5702,90.8953,83.1384,77.8593,73.8693,,,,,,,,,,
0.8059999999999994,106.9628,91.5106,83.714,78.422,74.45,,,,,,,,,,
0.8060999999999994,106.2699,90.9938,83.3195,78.2012,74.2586,,,,,,,,,,
0.8061999999999994,106.9867,91.7401,83.9567,78.788,74.8206,,,,,,,,,,
0.8062999999999994,107.0618,92.0094,84.1379,78.995,75.0927,,,,,,,,,,
0.8063999999999993,108.6714,93.468,85.6185,80.2871,76.0824,,,,,,,,,,
0.8064999999999993,108.944,93.6133,85.7465,80.4216,76.3557,,,,,,,,,,
0.8065999999999993,110.3402,94.2592,86.3836,81.021,76.9335,,,,,,,,,,
0.8066999999999993,108.9327,93.4193,85.7005,80.5858,76.602,,,,,,,,,,
0.8067999999999993,111.4117,95.1927,87.2645,81.884,77.772,,,,,,,,,,
0.8068999999999993,112.507,95.7192,87.3197,81.8849,77.8133,,,,,,,,,,
0.8069999999999993,112.8164,96.1812,88.2923,82.8646,78.6968,,,,,,,,,,
0.8070999999999993,113.7422,97.0001,88.5724,83.0766,79.0007,,,,,,,,,,
0.8071999999999993,114.4774,97.8836,89.608,84.0106,79.8196,,,,,,,,,,
0.8072999999999992,114.818,98.017,89.7305,84.1195,79.8843,,,,,,,,,,
0.8073999999999992,115.61,98.4973,89.9358,84.3707,80.1113,,,,,,,,,,
0.8074999999999992,114.8491,98.072,89.5792,84.0552,79.8116,,,,,,,,,,
0.8075999999999992,114.604,98.1624,89.9091,84.4471,80.299,,,,,,,,,,
0.8076999999999992,115.3813,98.5049,90.1572,84.6069,80.3996,,,,,,,,,,
0.8077999999999992,115.4766,99.0034,90.9693,85.327,81.0913,,,,,,,,,,
0.8078999999999992,116.2168,99.4806,91.0136,85.2897,81.1175,,,,,,,,,,
0.8079999999999992,117.33,101.0079,92.4253,86.6554,82.2134,,,,,,,,,,
0.8080999999999992,118.1999,100.9682,92.413,86.7562,82.449,,,,,,,,,,
0.8081999999999991,118.8484,101.9891,93.0818,87.3572,82.9962,,,,,,,,,,
0.8082999999999991,117.9285,101.3528,92.5857,86.9084,82.5433,,,,,,,,,,
0.8083999999999991,119.2787,101.9516,93.5458,87.6613,83.3427,,,,,,,,,,
0.8084999999999991,121.1446,103.4789,94.8084,88.9287,84.52,,,,,,,,,,
0.8085999999999991,121.946,104.3537,95.2855,89.3161,84.8537,,,,,,,,,,
0.8086999999999991,123.0538,105.0817,96.1323,90.2532,85.8355,,,,,,,,,,
0.8087999999999991,124.282,105.7463,96.7732,91.0024,86.5557,,,,,,,,,,
0.8088999999999991,126.1819,107.657,98.2837,92.0618,87.4353,,,,,,,,,,
0.808999999999999,126.2998,108.3741,99.0858,93.1099,88.5592,,,,,,,,,,
0.809099999999999,126.7643,108.8755,99.8802,93.8806,89.2339,,,,,,,,,,
0.809199999999999,128.3009,110.4299,101.3086,95.0709,90.4876,,,,,,,,,,
0.809299999999999,130.2438,111.106,101.8254,95.6196,90.9009,,,,,,,,,,
0.809399999999999,130.661,111.7778,102.6681,96.5035,91.8434,,,,,,,,,,
0.809499999999999,132.3505,113.4456,104.1245,97.8411,92.9221,,,,,,,,,,
0.809599999999999,134.8247,114.9847,105.3932,98.8447,94.0294,,,,,,,,,,
0.809699999999999,136.3441,116.1317,106.2921,99.7475,94.8255,,,,,,,,,,
0.809799999999999,135.0346,116.066,106.5645,100.0199,95.0784,,,,,,,,,,
0.809899999999999,138.2265,118.163,108.0509,101.4094,96.3856,,,,,,,,,,
0.8099999999999989,138.342,118.461,108.4126,101.6085,96.5549,,,,,,,,,,
0.8100999999999989,138.4676,118.9914,109.0044,102.2751,97.2775,,,,,,,,,,
0.8101999999999989,140.3097,119.7997,109.8747,103.0819,97.9909,,,,,,,,,,
0.8102999999999989,139.6135,119.5152,109.6508,102.8456,97.7276,,,,,,,,,,
0.8103999999999989,139.6838,119.4368,109.6083,103.1082,98.2071,,,,,,,,,,
0.8104999999999989,141.3938,121.2527,111.2932,104.4456,99.3907,,,,,,,,,,
0.8105999999999989,140.6526,120.851,111.1153,104.594,99.653,,,,,,,,,,
0.8106999999999989,142.253,121.5855,111.5251,104.8242,99.7922,,,,,,,,,,
0.8107999999999989,142.8939,123.1186,112.8238,105.7034,100.5653,,,,,,,,,,
0.8108999999999988,144.5493,123.2086,112.8384,106.1021,101.0304,,,,,,,,,,
0.8109999999999988,144.1571,124.0868,113.9835,107.2586,102.1284,,,,,,,,,,
0.8110999999999988,148.2443,126.4213,115.8191,108.6683,103.4079,,,,,,,,,,
0.8111999999999988,149.7933,127.7533,116.9858,109.7387,104.2914,,,,,,,,,,
0.8112999999999988,148.676,127.9086,117.4351,110.2621,104.8595,,,,,,,,,,
0.8113999999999988,150.4469,129.1442,118.5099,111.3971,106.0374,,,,,,,,,,
0.8114999999999988,151.8537,130.2741,119.5403,112.4905,107.1528,,,,,,,,,,
0.8115999999999988,154.3598,132.572,121.5968,114.2562,108.7097,,,,,,,,,,
0.8116999999999988,156.7435,134.0955,122.7882,115.2606,109.736,,,,,,,,,,
0.8117999999999987,157.3593,134.7567,123.7277,116.3382,110.7132,,,,,,,,,,
0.8118999999999987,158.0575,134.9906,123.7018,116.3525,110.826,,,,,,,,,,
0.8119999999999987,160.2321,137.6576,126.2283,118.8852,113.1279,,,,,,,,,,
0.8120999999999987,162.7528,139.5847,127.9385,120.1454,114.3632,,,,,,,,,,
0.8121999999999987,161.3677,139.2179,127.7238,120.0259,114.289,,,,,,,,,,
0.8122999999999987,163.9422,140.5023,128.912,121.1051,115.2582,,,,,,,,,,
0.8123999999999987,166.2872,141.9907,130.2826,122.4837,116.6168,,,,,,,,,,
0.8124999999999987,166.6007,143.0206,131.3632,123.7105,117.8187,,,,,,,,,,
0.8125999999999987,168.4103,144.807,132.8708,124.8668,118.9303,,,,,,,,,,
0.8126999999999986,170.2834,145.1472,132.9694,125.019,118.9623,,,,,,,,,,
0.8127999999999986,170.2844,145.7772,133.6073,125.6415,119.631,,,,,,,,,,
0.8128999999999986,170.8925,146.457,134.6573,126.5,120.3431,,,,,,,,,,
0.8129999999999986,171.6212,147.3246,135.5056,127.479,121.4133,,,,,,,,,,
0.8130999999999986,174.3893,148.6283,136.5905,128.2364,122.1012,,,,,,,,,,
0.8131999999999986,173.5484,148.871,136.5746,128.3788,122.1702,,,,,,,,,,
0.8132999999999986,175.0178,150.2669,137.991,129.7168,123.533,,,,,,,,,,
0.8133999999999986,175.4174,150.3431,138.2767,129.8693,123.6456,,,,,,,,,,
0.8134999999999986,178.1546,152.1051,139.3398,131.2255,124.9698,,,,,,,,,,
0.8135999999999985,177.5344,152.5591,139.8415,131.411,125.0994,,,,,,,,,,
0.8136999999999985,178.8818,153.8911,141.3105,132.6919,126.4601,,,,,,,,,,
0.8137999999999985,182.1271,155.8904,143.1841,134.5757,128.0544,,,,,,,,,,
0.8138999999999985,181.4841,155.9898,143.226,134.7016,128.3256,,,,,,,,,,
0.8139999999999985,183.8863,158.8227,145.5221,136.6815,129.9547,,,,,,,,,,
0.8140999999999985,184.6594,159.0566,146.2213,137.444,130.7886,,,,,,,,,,
0.8141999999999985,187.8896,161.4788,148.214,139.4923,132.7786,,,,,,,,,,
0.8142999999999985,191.4274,164.2934,150.3905,141.0792,134.1755,,,,,,,,,,
0.8143999999999985,190.7899,163.4822,150.1895,140.9768,134.3299,,,,,,,,,,
0.8144999999999984,192.417,164.4234,151.0287,142.221,135.5277,,,,,,,,,,
0.8145999999999984,189.8068,164.8382,151.683,142.8773,136.1433,,,,,,,,,,
0.8146999999999984,196.2026,167.6987,153.6077,144.3138,137.4998,,,,,,,,,,
0.8147999999999984,195.1342,168.1858,154.7068,145.5178,138.7757,,,,,,,,,,
0.8148999999999984,196.6306,169.0049,155.058,145.9435,138.8878,,,,,,,,,,
0.8149999999999984,199.7441,170.0759,156.0044,146.591,139.6347,,,,,,,,,,
0.8150999999999984,198.2002,170.8242,157.1192,147.5601,140.5325,,,,,,,,,,
0.8151999999999984,201.7655,174.1844,159.9227,150.5573,143.3561,,,,,,,,,,
0.8152999999999984,201.9532,173.0742,159.1451,149.9249,142.9916,,,,,,,,,,
0.8153999999999983,204.0293,175.0797,160.7134,151.1473,143.8261,,,,,,,,,,
0.8154999999999983,202.0777,173.8123,160.1624,150.7002,143.7132,,,,,,,,,,
0.8155999999999983,204.8471,175.4118,160.8406,151.179,144.1174,,,,,,,,,,
0.8156999999999983,206.3457,176.7198,161.7975,152.0405,144.8536,,,,,,,,,,
0.8157999999999983,207.632,176.739,162.172,152.3881,145.1153,,,,,,,,,,
0.8158999999999983,207.7628,178.906,163.8083,153.9832,146.8496,,,,,,,,,,
0.8159999999999983,210.2632,179.5376,164.8543,155.1183,147.8397,,,,,,,,,,
0.8160999999999983,211.2553,180.4168,165.4768,155.3781,147.8877,,,,,,,,,,
0.8161999999999983,208.0158,179.9026,165.3591,155.6768,148.3221,,,,,,,,,,
0.8162999999999982,211.1225,181.8287,167.2761,157.4106,150.0934,,,,,,,,,,
0.8163999999999982,211.5126,182.8522,168.0788,158.1559,150.7173,,,,,,,,,,
0.8164999999999982,216.4228,186.2715,171.0066,160.8686,153.1754,,,,,,,,,,
0.8165999999999982,215.5424,185.9099,170.9494,160.9837,153.1883,,,,,,,,,,
0.8166999999999982,217.8477,187.1681,171.9958,161.684,154.0781,,,,,,,,,,
0.8167999999999982,220.1344,189.1416,173.76,163.511,155.8243,,,,,,,,,,
0.8168999999999982,222.1728,190.8052,175.1728,164.6728,156.9317,,,,,,,,,,
0.8169999999999982,221.6009,190.4767,174.7847,164.6215,156.7334,,,,,,,,,,
0.8170999999999982,223.6044,193.2508,177.8646,167.3199,159.3719,,,,,,,,,,
0.8171999999999982,228.8032,196.3807,179.9573,169.3507,161.2867,,,,,,,,,,
0.8172999999999981,228.752,195.585,179.7789,169.2079,161.3313,,,,,,,,,,
0.8173999999999981,227.2945,195.1436,179.4727,168.9681,161.1601,,,,,,,,,,
0.8174999999999981,227.6606,196.1854,179.6402,169.0223,161.1072,,,,,,,,,,
0.8175999999999981,230.3227,196.5105,180.2478,169.3089,161.195,,,,,,,,,,
0.8176999999999981,229.9102,198.0016,181.74,170.7586,162.6239,,,,,,,,,,
0.8177999999999981,228.4797,196.1507,179.974,169.3442,161.452,,,,,,,,,,
0.8178999999999981,231.5365,198.5538,182.3902,171.3965,163.3747,,,,,,,,,,
0.8179999999999981,233.7716,200.4555,183.6991,172.8502,164.5767,,,,,,,,,,
0.818099999999998,232.2417,199.5187,183.398,172.7333,164.459,,,,,,,,,,
0.818199999999998,233.1227,200.1718,183.588,172.5092,164.4405,,,,,,,,,,
0.818299999999998,235.7926,201.9559,185.3712,174.3517,166.1524,,,,,,,,,,
0.818399999999998,238.9112,204.7926,187.7713,176.4886,167.9257,,,,,,,,,,
0.818499999999998,242.7266,207.1953,189.6013,178.1985,169.629,,,,,,,,,,
0.818599999999998,244.4913,207.3249,190.04,178.6952,170.1787,,,,,,,,,,
0.818699999999998,240.5833,207.8047,191.359,180.2233,171.7978,,,,,,,,,,
0.818799999999998,247.8926,211.8471,194.2106,182.5378,173.9109,,,,,,,,,,
0.818899999999998,248.6311,215.0329,197.6664,185.8588,177.2797,,,,,,,,,,
0.818999999999998,252.3866,216.5024,198.4462,186.8087,177.8062,,,,,,,,,,
0.8190999999999979,254.594,218.1492,200.1365,188.3767,179.3787,,,,,,,,,,
0.8191999999999979,258.1161,220.3261,202.3266,190.2824,181.2115,,,,,,,,,,
0.8192999999999979,255.4497,220.8518,202.246,190.4002,181.4298,,,,,,,,,,
0.8193999999999979,258.5591,221.5787,203.7331,191.535,182.452,,,,,,,,,,
0.8194999999999979,261.6073,224.9088,206.9509,195.0016,185.8502,,,,,,,,,,
0.8195999999999979,265.0078,226.3541,207.6378,195.3302,186.0276,,,,,,,,,,
0.8196999999999979,261.7231,225.7084,207.5303,195.2994,186.197,,,,,,,,,,
0.8197999999999979,266.3676,227.7811,208.9135,196.7343,187.4363,,,,,,,,,,
0.8198999999999979,266.3969,227.8686,209.6335,197.1758,187.8337,,,,,,,,,,
0.8199999999999978,267.2645,230.4105,211.2613,198.814,189.4678,,,,,,,,,,
0.8200999999999978,266.8426,229.2623,210.9558,198.711,189.4808,,,,,,,,,,
0.8201999999999978,271.1341,231.3985,212.8234,200.3412,190.8794,,,,,,,,,,
0.8202999999999978,272.6337,234.3691,215.3516,202.6361,192.9471,,,,,,,,,,
0.8203999999999978,282.7412,240.7393,220.3502,207.1647,197.2377,,,,,,,,,,
0.8204999999999978,280.7297,240.3562,220.6242,207.7773,198.2356,,,,,,,,,,
0.8205999999999978,283.0185,243.8765,223.5132,210.4899,200.4991,,,,,,,,,,
0.8206999999999978,289.9274,249.7356,229.715,216.214,205.7596,,,,,,,,,,
0.8207999999999978,298.7007,256.6367,235.4667,221.4814,210.9158,,,,,,,,,,
0.8208999999999977,298.9758,257.1499,236.0081,221.9308,211.4546,,,,,,,,,,
0.8209999999999977,305.3147,262.0703,240.4376,226.1281,215.403,,,,,,,,,,
0.8210999999999977,306.8,265.0539,244.4293,230.6995,219.8169,,,,,,,,,,
0.8211999999999977,318.9298,271.8935,249.7645,234.5917,223.5469,,,,,,,,,,
0.8212999999999977,320.5993,275.057,251.8856,236.9372,225.6677,,,,,,,,,,
0.8213999999999977,323.6879,277.5531,254.3085,239.1861,228.0928,,,,,,,,,,
0.8214999999999977,331.4178,284.0607,260.6176,245.1484,233.5843,,,,,,,,,,
0.8215999999999977,329.3151,283.2599,260.2563,244.9358,233.5737,,,,,,,,,,
0.8216999999999977,335.1454,287.5201,264.0621,248.1143,236.3053,,,,,,,,,,
0.8217999999999976,338.6221,291.2791,267.1378,251.0078,239.0927,,,,,,,,,,
0.8218999999999976,341.274,293.8187,269.2034,253.1046,241.0069,,,,,,,,,,
0.8219999999999976,346.0264,295.9687,271.6654,255.3353,243.1885,,,,,,,,,,
0.8220999999999976,345.3691,295.633,271.5945,255.3431,242.9467,,,,,,,,,,
0.8221999999999976,350.6636,301.1044,276.4302,259.9199,247.7176,,,,,,,,,,
0.8222999999999976,357.97,305.1035,280.1484,263.6624,251.4955,,,,,,,,,,
0.8223999999999976,354.8424,306.5941,281.4495,264.8471,252.3984,,,,,,,,,,
0.8224999999999976,369.6105,315.9698,290.0648,272.583,259.2778,,,,,,,,,,
0.8225999999999976,376.366,322.8145,296.3146,278.7555,265.7467,,,,,,,,,,
0.8226999999999975,388.1878,329.7848,302.0239,283.7991,270.4033,,,,,,,,,,
0.8227999999999975,388.3037,332.1477,304.8345,286.9702,273.4337,,,,,,,,,,
0.8228999999999975,400.4737,342.3549,312.9063,293.8868,279.6642,,,,,,,,,,
0.8229999999999975,408.1269,347.9421,318.5239,299.4466,285.2797,,,,,,,,,,
0.8230999999999975,412.9487,354.3888,324.5722,304.7021,290.3207,,,,,,,,,,
0.8231999999999975,421.6926,359.6945,329.7095,309.5972,294.6422,,,,,,,,,,
0.8232999999999975,416.8731,356.2754,326.9288,307.9143,293.3357,,,,,,,,,,
0.8233999999999975,422.8216,362.6289,331.519,311.4219,296.4567,,,,,,,,,,
0.8234999999999975,431.2167,366.8052,336.4318,315.9971,300.6336,,,,,,,,,,
0.8235999999999974,443.8986,377.4819,344.8457,323.5542,308.0397,,,,,,,,,,
0.8236999999999974,451.8253,386.3585,352.5433,330.5401,314.7868,,,,,,,,,,
0.8237999999999974,443.894,380.7836,349.8427,328.8864,313.3938,,,,,,,,,,
0.8238999999999974,453.2388,389.67,356.6568,334.902,318.8969,,,,,,,,,,
0.8239999999999974,456.8626,389.7024,357.239,335.4556,319.5518,,,,,,,,,,
0.8240999999999974,464.7574,395.0019,361.575,339.6414,323.463,,,,,,,,,,
0.8241999999999974,460.2544,394.319,361.8285,340.4194,324.2056,,,,,,,,,,
0.8242999999999974,480.1086,410.0728,375.1198,352.0739,334.5819,,,,,,,,,,
0.8243999999999974,484.828,413.1895,378.1726,355.3738,338.0629,,,,,,,,,,
0.8244999999999973,482.5091,414.7928,380.9659,358.0839,340.9027,,,,,,,,,,
0.8245999999999973,500.6633,422.8697,386.4283,363.5159,346.3007,,,,,,,,,,
0.8246999999999973,503.2425,430.1156,393.7975,369.4824,351.8369,,,,,,,,,,
0.8247999999999973,507.047,433.7795,395.7726,371.2802,353.583,,,,,,,,,,
0.8248999999999973,499.7363,428.0717,392.2033,368.3692,350.2846,,,,,,,,,,
0.8249999999999973,487.8409,417.8306,383.1238,359.9374,342.4436,,,,,,,,,,
0.8250999999999973,496.7519,423.0721,388.2576,364.4591,346.7398,,,,,,,,,,
0.8251999999999973,512.7803,438.2086,400.4512,375.9645,357.6604,,,,,,,,,,
0.8252999999999973,555.3442,470.6374,430.4978,404.1063,384.5045,,,,,,,,,,
0.8253999999999972,536.9254,463.0896,424.274,398.1025,378.9178,,,,,,,,,,
0.8254999999999972,543.9564,465.6868,427.3406,401.8417,382.3257,,,,,,,,,,
0.8255999999999972,555.3816,473.2143,431.5443,404.9999,384.6467,,,,,,,,,,
0.8256999999999972,558.5058,475.8692,434.7206,407.7176,387.7458,,,,,,,,,,
0.8257999999999972,552.8425,476.7296,437.7078,411.0108,390.8834,,,,,,,,,,
0.8258999999999972,564.8973,482.1545,442.5401,415.6174,395.6999,,,,,,,,,,
0.8259999999999972,577.0788,491.3697,448.3452,420.4417,399.5002,,,,,,,,,,
0.8260999999999972,576.5216,493.3739,451.7141,424.2194,403.4691,,,,,,,,,,
0.8261999999999972,595.0783,503.2968,460.4555,432.2496,411.2648,,,,,,,,,,
0.8262999999999971,600.3851,513.3541,470.3087,441.4208,419.7475,,,,,,,,,,
0.8263999999999971,610.5521,517.0479,473.0376,444.065,422.6067,,,,,,,,,,
0.8264999999999971,627.1228,536.3956,489.9668,459.1891,436.2177,,,,,,,,,,
0.8265999999999971,645.3541,546.158,499.5076,468.3919,445.5314,,,,,,,,,,
0.8266999999999971,644.6879,548.497,502.0749,471.3975,448.6254,,,,,,,,,,
