lambda,max_cluster_size,second_max_cluster_size,third_max_cluster_size,fourth_max_cluster_size,fifth_max_cluster_size,largest_1_dimension,largest_1_dimension_std,largest_2_dimension,largest_2_dimension_std,largest_3_dimension,largest_3_dimension_std,largest_4_dimension,largest_4_dimension_std,largest_5_dimension,largest_5_dimension_std
0.8267999999999971,675.9674,571.4433,522.4929,489.5303,465.2878,,,,,,,,,,
0.8268999999999971,670.0244,572.2028,522.9213,490.6148,466.3606,,,,,,,,,,
0.8269999999999971,673.5307,575.3831,525.9399,493.632,469.237,,,,,,,,,,
0.8270999999999971,686.7387,584.9412,534.1836,500.4791,475.2136,,,,,,,,,,
0.827199999999997,683.9619,581.0525,532.0893,499.0896,474.165,,,,,,,,,,
0.827299999999997,683.8468,586.1864,536.6475,503.595,479.1674,,,,,,,,,,
0.827399999999997,695.0024,589.2422,538.8892,505.5246,480.4961,,,,,,,,,,
0.827499999999997,698.1779,597.1803,543.9413,509.3679,483.4742,,,,,,,,,,
0.827599999999997,700.6281,596.972,545.9911,510.7523,484.8214,,,,,,,,,,
0.827699999999997,699.6254,594.8793,544.3162,510.373,485.6058,,,,,,,,,,
0.827799999999997,698.6968,596.121,546.1836,512.8898,487.6907,,,,,,,,,,
0.827899999999997,715.6243,605.105,552.2678,516.9053,490.6837,,,,,,,,,,
0.827999999999997,704.0733,600.9266,547.2748,512.254,486.7434,,,,,,,,,,
0.828099999999997,718.6432,610.9513,558.6003,523.9421,497.5533,,,,,,,,,,
0.8281999999999969,709.8153,605.1696,552.8577,517.9324,492.6479,,,,,,,,,,
0.8282999999999969,721.4173,611.8561,559.1593,525.3093,499.3704,,,,,,,,,,
0.8283999999999969,737.9871,622.8279,568.7571,532.5947,505.3925,,,,,,,,,,
0.8284999999999969,731.6972,623.7305,570.8177,534.9732,508.6376,,,,,,,,,,
0.8285999999999969,741.9659,629.9774,574.6586,538.2403,510.8376,,,,,,,,,,
0.8286999999999969,758.5338,644.6127,589.3891,552.1583,524.2549,,,,,,,,,,
0.8287999999999969,759.5725,648.1564,592.0731,555.0425,527.3282,,,,,,,,,,
0.8288999999999969,772.6767,653.4706,597.4907,559.7356,531.5217,,,,,,,,,,
0.8289999999999969,781.8596,666.4481,608.7019,570.4122,541.2227,,,,,,,,,,
0.8290999999999968,777.0512,659.0046,601.1839,564.342,536.1946,,,,,,,,,,
0.8291999999999968,794.6496,672.1088,613.1533,573.8214,545.4914,,,,,,,,,,
0.8292999999999968,786.9018,671.583,613.4556,574.4325,545.489,,,,,,,,,,
0.8293999999999968,797.9077,675.2217,614.329,576.3702,547.2439,,,,,,,,,,
0.8294999999999968,811.2703,684.5954,624.0364,584.3875,555.1658,,,,,,,,,,
0.8295999999999968,812.7995,691.893,631.9564,590.9501,559.5334,,,,,,,,,,
0.8296999999999968,818.6591,691.3765,629.3881,590.4288,560.9746,,,,,,,,,,
0.8297999999999968,830.6897,703.9139,640.8798,598.7626,568.1368,,,,,,,,,,
0.8298999999999968,829.2079,702.5817,642.2694,602.6377,572.5606,,,,,,,,,,
0.8299999999999967,833.6545,708.6866,647.1572,605.1711,575.0882,,,,,,,,,,
0.8300999999999967,883.8389,746.2943,679.2103,635.2255,602.2104,,,,,,,,,,
0.8301999999999967,886.3315,753.0801,686.0215,641.2369,608.2741,,,,,,,,,,
0.8302999999999967,911.4085,772.6518,703.4807,657.08,623.2909,,,,,,,,,,
0.8303999999999967,935.0783,791.5442,720.7495,674.2466,639.5362,,,,,,,,,,
0.8304999999999967,944.0579,798.7303,726.971,680.1484,645.6484,,,,,,,,,,
0.8305999999999967,964.931,810.2,737.2835,689.9424,654.5216,,,,,,,,,,
0.8306999999999967,973.8805,823.5402,749.5094,699.6251,663.6813,,,,,,,,,,
0.8307999999999967,990.4605,833.9125,759.0309,708.1161,670.9452,,,,,,,,,,
0.8308999999999966,993.2881,838.3338,763.8866,714.7051,678.3873,,,,,,,,,,
0.8309999999999966,1012.3659,853.4542,776.7638,725.8355,688.0494,,,,,,,,,,
0.8310999999999966,1006.1406,853.563,775.2911,723.9513,685.8197,,,,,,,,,,
0.8311999999999966,1002.1397,847.5006,771.1226,720.5724,684.2706,,,,,,,,,,
0.8312999999999966,1035.188,873.2143,794.8958,744.4088,705.7113,,,,,,,,,,
0.8313999999999966,1037.53,880.2846,801.2257,749.3007,710.5532,,,,,,,,,,
0.8314999999999966,1072.5691,906.798,823.6182,770.3433,730.1041,,,,,,,,,,
0.8315999999999966,1105.6678,932.0584,844.6638,788.5587,746.9914,,,,,,,,,,
0.8316999999999966,1130.4491,952.4747,862.6883,805.2615,762.2742,,,,,,,,,,
0.8317999999999965,1142.0412,957.9953,871.032,813.0307,769.394,,,,,,,,,,
0.8318999999999965,1146.0252,966.8902,875.5569,816.5211,773.4518,,,,,,,,,,
0.8319999999999965,1163.4275,978.6338,890.8422,831.5124,787.5042,,,,,,,,,,
0.8320999999999965,1206.9443,1012.2975,915.7435,852.1938,805.8143,,,,,,,,,,
0.8321999999999965,1197.3255,1010.288,916.3871,854.8986,809.5253,,,,,,,,,,
0.8322999999999965,1248.2377,1049.8721,952.8326,887.3953,839.6728,,,,,,,,,,
0.8323999999999965,1250.3466,1047.6323,949.1569,884.6376,835.8416,,,,,,,,,,
0.8324999999999965,1240.4412,1046.4993,948.9482,886.2391,839.0019,,,,,,,,,,
0.8325999999999965,1261.4087,1061.5525,961.5954,896.7191,849.1181,,,,,,,,,,
0.8326999999999964,1272.7044,1062.2666,963.8863,898.8864,851.6646,,,,,,,,,,
0.8327999999999964,1281.8375,1079.7115,975.9929,909.6737,859.4925,,,,,,,,,,
0.8328999999999964,1303.5372,1094.9168,992.7985,925.6435,875.3831,,,,,,,,,,
0.8329999999999964,1287.8267,1083.6819,984.6448,917.5919,867.5508,,,,,,,,,,
0.8330999999999964,1261.6142,1067.4046,968.8519,903.9685,854.8515,,,,,,,,,,
0.8331999999999964,1257.754,1056.703,958.6619,893.7845,845.8525,,,,,,,,,,
0.8332999999999964,1150.9564,969.7791,881.1232,821.7573,777.4294,,,,,,,,,,
0.8333999999999964,618.9005,522.9266,478.5793,448.3379,424.9711,,,,,,,,,,
0.8334999999999964,622.5304,527.5571,480.9326,451.3469,429.015,,,,,,,,,,
0.8335999999999963,673.0576,572.9831,524.0548,490.6044,466.0284,,,,,,,,,,
0.8336999999999963,674.6095,571.1221,520.1413,487.036,462.8713,,,,,,,,,,
0.8337999999999963,683.139,577.8968,527.2515,493.7534,468.5946,,,,,,,,,,
0.8338999999999963,682.2848,577.442,527.2612,493.3768,468.8095,,,,,,,,,,
0.8339999999999963,681.6215,575.806,526.0512,493.3149,468.9613,,,,,,,,,,
0.8340999999999963,688.6326,585.8687,533.6642,499.3655,474.2867,,,,,,,,,,
0.8341999999999963,687.6608,586.1349,535.7889,502.2871,477.7571,,,,,,,,,,
0.8342999999999963,694.9512,592.9195,542.1431,507.7413,482.4796,,,,,,,,,,
0.8343999999999963,720.6807,609.2659,556.4769,522.0903,495.7202,,,,,,,,,,
0.8344999999999962,723.5787,616.8105,562.4034,526.7272,500.0325,,,,,,,,,,
0.8345999999999962,755.2798,639.5225,583.6627,546.5667,518.9282,,,,,,,,,,
0.8346999999999962,780.3039,660.9419,601.2993,562.5029,534.2434,,,,,,,,,,
0.8347999999999962,795.3645,678.6073,618.2821,578.7566,550.1599,,,,,,,,,,
0.8348999999999962,929.8382,789.7489,718.3117,671.502,636.7837,,,,,,,,,,
0.8349999999999962,931.3472,790.838,718.7647,672.1601,636.5282,,,,,,,,,,
0.8350999999999962,943.4727,797.3902,726.0099,679.2078,643.9833,,,,,,,,,,
0.8351999999999962,939.3898,790.6885,719.417,672.7824,639.1342,,,,,,,,,,
0.8352999999999962,942.9308,798.9372,726.6097,679.8234,644.3596,,,,,,,,,,
0.8353999999999961,936.355,793.4856,721.8282,674.6294,640.4879,,,,,,,,,,
0.8354999999999961,944.1257,801.0913,729.451,680.8012,645.4454,,,,,,,,,,
0.8355999999999961,942.3325,800.2916,729.6133,681.8698,646.5571,,,,,,,,,,
0.8356999999999961,945.688,799.4759,727.3412,680.4866,645.8395,,,,,,,,,,
0.8357999999999961,955.2943,808.2778,735.8487,688.2831,652.6203,,,,,,,,,,
0.8358999999999961,966.0622,817.4474,743.5493,693.4489,656.0192,,,,,,,,,,
0.8359999999999961,967.9937,812.1857,739.909,691.5816,655.8787,,,,,,,,,,
0.8360999999999961,971.0863,815.2515,739.9977,690.6238,654.23,,,,,,,,,,
0.8361999999999961,956.1207,810.278,738.671,690.6486,654.9154,,,,,,,,,,
0.836299999999996,959.7631,813.9133,741.9288,693.142,657.4394,,,,,,,,,,
0.836399999999996,961.8068,812.7089,740.2046,693.2091,658.0721,,,,,,,,,,
0.836499999999996,977.9986,824.6597,745.463,695.6161,659.6414,,,,,,,,,,
0.836599999999996,970.4316,821.8962,750.2623,702.2684,666.2284,,,,,,,,,,
0.836699999999996,1000.7785,843.3787,765.019,712.5784,673.6416,,,,,,,,,,
0.836799999999996,997.661,839.9519,765.0672,714.823,677.2491,,,,,,,,,,
0.836899999999996,989.3542,835.759,760.3114,710.0452,672.8467,,,,,,,,,,
0.836999999999996,1002.1432,850.7432,773.5627,723.1231,685.3925,,,,,,,,,,
0.837099999999996,1013.1019,856.254,778.5584,727.2905,689.0752,,,,,,,,,,
0.837199999999996,1012.6125,849.9181,772.8451,722.8122,685.7092,,,,,,,,,,
0.8372999999999959,1026.1373,863.675,784.4188,733.0744,695.5797,,,,,,,,,,
0.8373999999999959,1024.6924,858.699,780.6014,728.4992,689.5063,,,,,,,,,,
0.8374999999999959,1018.8755,860.6422,781.3079,730.4315,692.8742,,,,,,,,,,
0.8375999999999959,1033.4411,870.6345,790.9605,738.2435,699.339,,,,,,,,,,
0.8376999999999959,1030.7535,873.0701,793.5707,741.3487,702.2302,,,,,,,,,,
0.8377999999999959,1050.0792,884.9584,802.1902,748.5828,709.2617,,,,,,,,,,
0.8378999999999959,1064.7315,896.045,815.5725,760.9625,720.1782,,,,,,,,,,
0.8379999999999959,1068.0617,902.6602,820.3389,766.1882,725.0524,,,,,,,,,,
0.8380999999999958,1095.8867,924.0422,838.7554,783.0801,742.0102,,,,,,,,,,
0.8381999999999958,1100.6273,928.2134,843.5707,788.3305,746.7336,,,,,,,,,,
0.8382999999999958,1131.3764,951.4356,865.665,808.3488,764.746,,,,,,,,,,
0.8383999999999958,1132.2971,951.4177,866.3913,809.9681,767.2282,,,,,,,,,,
0.8384999999999958,1135.1209,955.4662,867.8401,809.0729,766.096,,,,,,,,,,
0.8385999999999958,1140.4477,963.877,875.9045,817.1412,773.3496,,,,,,,,,,
0.8386999999999958,1151.8007,969.7893,879.8712,820.2126,776.5447,,,,,,,,,,
0.8387999999999958,1141.9791,964.3278,874.3999,815.5556,772.8374,,,,,,,,,,
0.8388999999999958,1151.8527,972.0145,881.9153,825.1776,781.7619,,,,,,,,,,
0.8389999999999957,1171.8779,990.2065,899.9248,838.8271,793.0371,,,,,,,,,,
0.8390999999999957,1200.4151,1006.2999,914.9391,852.0556,806.1929,,,,,,,,,,
0.8391999999999957,1235.5857,1035.16,939.7639,877.2149,830.136,,,,,,,,,,
0.8392999999999957,1256.7877,1055.0624,957.0074,891.6191,843.5374,,,,,,,,,,
0.8393999999999957,1293.144,1090.2309,987.7557,921.2316,870.5119,,,,,,,,,,
0.8394999999999957,1303.6135,1095.8768,994.7128,926.5265,876.0817,,,,,,,,,,
0.8395999999999957,1330.3293,1115.3875,1008.1342,938.8508,888.0505,,,,,,,,,,
0.8396999999999957,1339.3622,1123.7513,1015.5249,945.9935,894.5232,,,,,,,,,,
0.8397999999999957,1345.4173,1128.1433,1022.2213,953.1274,901.2827,,,,,,,,,,
0.8398999999999957,1362.7125,1146.1605,1038.3745,965.3801,910.507,,,,,,,,,,
0.8399999999999956,1378.0039,1152.963,1043.0258,971.1633,917.6315,,,,,,,,,,
0.8400999999999956,1371.4779,1151.1593,1043.8158,973.1812,920.2263,,,,,,,,,,
0.8401999999999956,1387.9829,1166.4425,1056.7026,983.0535,930.346,,,,,,,,,,
0.8402999999999956,1442.3462,1210.8326,1095.5842,1021.51,965.4505,,,,,,,,,,
0.8403999999999956,1438.3872,1207.071,1096.8509,1021.6681,966.4863,,,,,,,,,,
0.8404999999999956,1538.8321,1284.779,1161.8887,1080.908,1021.57,,,,,,,,,,
0.8405999999999956,1591.7193,1330.9931,1199.2284,1113.8637,1050.5491,,,,,,,,,,
0.8406999999999956,1669.746,1396.2325,1258.8723,1170.34,1106.11,,,,,,,,,,
0.8407999999999956,1712.6455,1418.9495,1279.7078,1187.4129,1119.7409,,,,,,,,,,
0.8408999999999955,1683.6443,1413.7478,1277.6295,1186.8224,1118.4339,,,,,,,,,,
0.8409999999999955,1689.8343,1415.9026,1276.0919,1186.2522,1120.4133,,,,,,,,,,
0.8410999999999955,1704.9968,1424.3887,1283.5104,1192.779,1125.6143,,,,,,,,,,
0.8411999999999955,1730.443706547681,1443.722008923939,1299.3349590121406,1204.4926844453669,1135.9191657154715,,,,,,,,,,
0.8412999999999955,1759.983539549271,1463.6273751657093,1322.990830755634,1229.5539107379584,1159.734865223155,,,,,,,,,,
0.8413999999999955,1763.5051781040172,1476.7956071469216,1332.7298281552294,1237.7428018663936,1169.0571298509162,,,,,,,,,,
0.8414999999999955,1826.7392973476035,1519.9197301070265,1371.1974174034435,1276.387040483946,1204.4135644485807,,,,,,,,,,
0.8415999999999955,1900.4129341597477,1576.6755934978364,1419.477020231552,1317.6877558180329,1240.5401707402643,,,,,,,,,,
0.8416999999999955,2542.367969494757,2085.2600095328885,1864.9118207816969,1724.2317683508104,1620.7986177311725,,,,,,,,,,
0.8417999999999954,2535.916902971273,2095.1024534582666,1877.8216002958943,1736.3207989150535,1629.867340648502,,,,,,,,,,
0.8418999999999954,2521.2102773031934,2088.3218556972006,1873.9370482323563,1728.9098436062557,1625.3248784334342,,,,,,,,,,
0.8419999999999954,2531.625886524823,2086.879569012548,1875.0527823240589,1733.9454446262955,1628.9097108565193,,,,,,,,,,
0.8420999999999954,2519.5366581415174,2077.48294970162,1862.787013356067,1722.900824097755,1619.892298948565,,,,,,,,,,
0.8421999999999954,2534.377025670444,2090.3124910368565,1868.3753047468808,1724.3919403413165,1616.4498781012476,,,,,,,,,,
0.8422999999999954,2547.9017026756333,2098.687222778652,1872.793961940192,1730.6395764773215,1626.213335241093,,,,,,,,,,
0.8423999999999954,2540.0437705407826,2093.0391395279357,1872.661039737078,1732.8120705109052,1629.0440693158052,,,,,,,,,,
0.8424999999999954,2617.591383620056,2149.5687398911923,1917.9366269666225,1769.7451845316866,1658.764593442141,,,,,,,,,,
0.8425999999999954,2585.5113724276653,2129.9337768838,1908.7023054309143,1764.6062200216618,1654.71236267987,,,,,,,,,,
0.8426999999999953,2539.781477957501,2094.7508721852205,1877.1168728195369,1740.576435141135,1634.5911830003172,,,,,,,,,,
0.8427999999999953,2590.8327679782906,2127.3076662143826,1902.253392130258,1757.649762550882,1649.2920624151968,,,,,,,,,,
0.8428999999999953,2611.586364405346,2154.9758078159366,1935.8949416342407,1787.058534934867,1674.000507528337,,,,,,,,,,
0.8429999999999953,2626.408020477816,2134.191638225256,1906.598976109215,1761.7090443686006,1655.1257679180887,,,,,,,,,,
0.8430999999999953,2578.160693448908,2130.875312552092,1907.350058343057,1765.5662610435072,1657.5979329888314,,,,,,,,,,
0.8431999999999953,2588.528245787909,2124.866864882722,1903.796828543112,1761.219028741328,1650.853980839115,,,,,,,,,,
0.8432999999999953,2595.5061916555533,2138.632882453801,1909.763574014098,1757.988569251286,1650.2975804915222,,,,,,,,,,
0.8433999999999953,2579.416532474504,2135.66935050993,1911.1671139738771,1766.843979244945,1658.558239398819,,,,,,,,,,
0.8434999999999953,2576.987431693989,2130.8812386156646,1912.2945355191257,1769.229508196721,1666.0876138433516,,,,,,,,,,
0.8435999999999952,2563.3718977421163,2138.7799962679605,1916.970143683523,1771.4136965851835,1666.038999813398,,,,,,,,,,
0.8436999999999952,2602.6493035680214,2146.374737645488,1920.9185269986644,1770.007250524709,1660.5924441900402,,,,,,,,,,
0.8437999999999952,2585.61612599906,2134.9240714621533,1918.8533145275037,1774.7357780912082,1669.9811941701928,,,,,,,,,,
0.8439,2657.7246,2190.8325,1962.8922,1810.6464,1700.2842,,,,,,,,,,
0.844,2676.3222,2184.3473,1953.7556,1802.989,1690.2401,,,,,,,,,,
0.8441,2653.133,2175.4003,1945.6384,1795.6816,1687.0719,,,,,,,,,,
0.8442,2665.2933,2190.1157,1963.3488,1814.6352,1704.6075,,,,,,,,,,
0.8442999999999999,2648.7098,2183.4151,1954.6261,1804.6944,1694.3238,,,,,,,,,,
0.8443999999999999,2645.1104,2183.9376,1953.8239,1804.7945,1694.5914,,,,,,,,,,
0.8444999999999999,2699.8021,2207.3676,1971.0189,1818.5734,1706.1954,,,,,,,,,,
0.8445999999999999,2696.8773,2205.0324,1978.2145,1827.8417,1716.4275,,,,,,,,,,
0.8446999999999999,2717.4995,2237.5826,1998.1767,1846.1377,1731.8483,,,,,,,,,,
0.8447999999999999,2713.333,2240.93,2009.5973,1853.7679,1738.5339,,,,,,,,,,
0.8448999999999999,2730.8729,2247.1602,2006.772,1848.8272,1731.7068,,,,,,,,,,
0.8449999999999999,2739.594,2242.4727,2001.0767,1850.4884,1736.4859,,,,,,,,,,
0.8450999999999999,2738.0954,2240.7701,2005.1104,1852.7652,1742.1102,,,,,,,,,,
0.8451999999999998,2771.8224,2284.7806,2045.2601,1889.4045,1772.5364,,,,,,,,,,
0.8452999999999998,2778.4196,2277.5116,2042.2311,1884.1909,1769.1296,,,,,,,,,,
0.8453999999999998,2780.5441,2281.3976,2046.0029,1890.7848,1772.4069,,,,,,,,,,
0.8454999999999998,2779.1876,2288.7042,2050.6158,1896.3833,1780.7892,,,,,,,,,,
0.8455999999999998,2866.3117,2342.3793,2087.6369,1925.4378,1807.4228,,,,,,,,,,
0.8456999999999998,2847.7561,2333.2957,2086.303,1928.0624,1807.9302,,,,,,,,,,
0.8457999999999998,2839.7188,2336.4024,2099.2452,1937.0198,1814.2607,,,,,,,,,,
0.8458999999999998,2873.9648,2367.3493,2111.4111,1947.079,1829.1868,,,,,,,,,,
0.8459999999999998,2851.5487,2341.9626,2095.6353,1933.5038,1814.7094,,,,,,,,,,
0.8460999999999997,2877.0512,2350.2359,2099.9892,1938.8319,1819.9951,,,,,,,,,,
0.8461999999999997,2875.1883,2360.4311,2111.3631,1950.0959,1829.7533,,,,,,,,,,
0.8462999999999997,2920.9186,2401.6398,2150.3531,1988.7379,1866.6846,,,,,,,,,,
0.8463999999999997,2978.1415,2441.164,2178.9025,2005.2031,1877.6347,,,,,,,,,,
0.8464999999999997,3064.2473,2489.5514,2219.0761,2039.1422,1908.0048,,,,,,,,,,
0.8465999999999997,3015.6081,2465.6821,2203.9598,2032.8782,1906.6872,,,,,,,,,,
0.8466999999999997,3064.4603,2522.9703,2252.5577,2073.6476,1943.128,,,,,,,,,,
0.8467999999999997,3097.3532,2539.9138,2267.9443,2090.6745,1957.3473,,,,,,,,,,
0.8468999999999997,3045.1665,2519.2342,2254.7234,2080.4811,1948.8126,,,,,,,,,,
0.8469999999999996,3132.6483,2570.2059,2290.1258,2109.4327,1977.5271,,,,,,,,,,
0.8470999999999996,3118.5492,2544.8617,2274.2533,2096.9146,1966.8701,,,,,,,,,,
0.8471999999999996,3224.581,2640.8906,2355.5467,2168.3586,2030.4515,,,,,,,,,,
0.8472999999999996,3193.9934,2626.3603,2342.6981,2152.4995,2018.2115,,,,,,,,,,
0.8473999999999996,3176.8169,2621.4356,2340.0554,2150.816,2013.9709,,,,,,,,,,
0.8474999999999996,3255.5458,2632.34,2335.7224,2150.39,2013.6656,,,,,,,,,,
0.8475999999999996,3277.5551,2670.0263,2378.2686,2192.5694,2053.9828,,,,,,,,,,
0.8476999999999996,3311.8635,2697.639,2401.8173,2209.9829,2069.7094,,,,,,,,,,
0.8477999999999996,3324.8727,2717.8803,2426.6745,2233.7977,2089.5474,,,,,,,,,,
0.8478999999999995,3422.9051,2805.3224,2495.3464,2289.5759,2137.1339,,,,,,,,,,
0.8479999999999995,3505.7494,2842.2401,2531.3555,2324.2985,2175.4809,,,,,,,,,,
0.8480999999999995,3550.4758,2887.0782,2562.3822,2345.414,2191.4498,,,,,,,,,,
0.8481999999999995,3573.8306,2913.6085,2592.6135,2379.8624,2222.0187,,,,,,,,,,
0.8482999999999995,3574.4496,2915.5484,2594.084,2380.0183,2223.7053,,,,,,,,,,
0.8483999999999995,3667.4458,2980.9809,2644.5284,2427.3031,2266.7037,,,,,,,,,,
0.8484999999999995,3627.8096,2947.5577,2617.5324,2410.7138,2258.7626,,,,,,,,,,
0.8485999999999995,3619.5085,2961.8503,2629.7278,2411.77,2252.7614,,,,,,,,,,
0.8486999999999995,3726.1315,3018.5344,2672.692,2451.3302,2289.5153,,,,,,,,,,
0.8487999999999994,3763.1889,3051.6648,2713.9629,2494.3136,2332.7207,,,,,,,,,,
0.8488999999999994,3807.95,3085.0515,2733.9883,2510.2115,2344.3444,,,,,,,,,,
0.8489999999999994,3818.3179,3122.3374,2774.9658,2551.1826,2386.407,,,,,,,,,,
0.8490999999999994,3943.4335,3204.9078,2839.3767,2604.8325,2434.0179,,,,,,,,,,
0.8491999999999994,3974.4686,3228.8328,2869.6828,2633.296,2457.4645,,,,,,,,,,
0.8492999999999994,3970.8439,3230.5278,2872.5915,2638.0966,2461.5453,,,,,,,,,,
0.8493999999999994,4004.8258,3256.3403,2894.8992,2659.0022,2482.5995,,,,,,,,,,
0.8494999999999994,4067.7548,3287.3154,2915.2808,2675.129,2493.8732,,,,,,,,,,
0.8495999999999994,4117.5802,3326.1183,2939.3329,2694.643,2513.4662,,,,,,,,,,
0.8496999999999993,4142.737,3332.8125,2947.4183,2694.7979,2515.1011,,,,,,,,,,
0.8497999999999993,4074.7427,3301.4101,2927.7657,2685.5064,2505.941,,,,,,,,,,
0.8498999999999993,4173.6781,3370.676,2989.2151,2742.6073,2556.2149,,,,,,,,,,
0.8499999999999993,4228.6297,3423.3223,3030.2901,2777.7484,2591.5601,,,,,,,,,,
0.8500999999999993,4301.0591,3468.8835,3067.418,2806.9416,2614.1532,,,,,,,,,,
0.8501999999999993,4423.9912,3536.4013,3122.8365,2851.293,2655.0176,,,,,,,,,,
0.8502999999999993,4391.6916,3533.2351,3113.2036,2845.7314,2654.7377,,,,,,,,,,
0.8503999999999993,4337.7066,3530.8215,3127.9613,2863.8005,2668.8169,,,,,,,,,,
0.8504999999999993,4325.2844,3495.2302,3102.3022,2840.7014,2647.3761,,,,,,,,,,
0.8505999999999992,4356.0814,3526.5866,3122.9642,2852.608,2662.4958,,,,,,,,,,
0.8506999999999992,4394.9959,3536.0629,3123.2582,2860.9902,2669.6306,,,,,,,,,,
0.8507999999999992,4427.1525,3577.8386,3162.3257,2892.1104,2696.6438,,,,,,,,,,
0.8508999999999992,4424.688,3580.245,3152.4891,2882.9278,2688.303,,,,,,,,,,
0.8509999999999992,4505.2988,3614.709,3190.0883,2916.049,2713.1675,,,,,,,,,,
0.8510999999999992,4452.6513,3586.614,3166.4569,2894.5469,2696.8651,,,,,,,,,,
0.8511999999999992,4458.0065,3592.2107,3185.889,2917.9486,2717.1263,,,,,,,,,,
0.8512999999999992,4560.7935,3666.5903,3238.8709,2958.5567,2749.7925,,,,,,,,,,
0.8513999999999992,4459.6994,3595.8116,3181.8956,2910.4947,2711.4437,,,,,,,,,,
0.8514999999999991,4467.786,3606.956,3195.0914,2927.5269,2728.276,,,,,,,,,,
0.8515999999999991,4433.2629,3581.858,3162.5675,2893.7972,2701.1296,,,,,,,,,,
0.8516999999999991,4477.4039,3624.5117,3204.3271,2927.6325,2725.1744,,,,,,,,,,
0.8517999999999991,4534.9879,3667.4847,3233.3109,2952.4864,2746.7553,,,,,,,,,,
0.8518999999999991,4541.4422,3657.5171,3232.0591,2958.3911,2751.1925,,,,,,,,,,
0.8519999999999991,4636.2793,3716.3538,3266.7276,2981.1788,2772.0594,,,,,,,,,,
0.8520999999999991,4545.6386,3665.56,3243.6431,2967.5048,2769.4013,,,,,,,,,,
0.8521999999999991,4563.2935,3680.3585,3244.6203,2969.2709,2758.3837,,,,,,,,,,
0.8522999999999991,4523.6534,3661.8029,3243.1536,2966.2743,2761.9045,,,,,,,,,,
0.852399999999999,4554.5891,3665.1563,3247.3491,2975.7576,2768.7721,,,,,,,,,,
